item_id,title,author,year,editions,subjects,image_url
book-/works/OL1527356W,Le avventure di Pinocchio,Carlo Collodi,1883,431,Fantasy|Puppets|Fiction|Fairy Tales|Latin Language|Readers|Dormice|Ringmasters|Glowworrms|Weasels,https://covers.openlibrary.org/b/id/8597022-L.jpg
book-/works/OL82563W,Harry Potter and the Philosopher's Stone,J. K. Rowling,1997,399,Series:Harry_Potter|Ghosts|Monsters|Vampires|Witches|Challenges And Overcoming Obstacles|Magic And Supernatural|Cleverness|School Life|School Stories,https://covers.openlibrary.org/b/id/15155833-L.jpg
book-/works/OL2239396W,À rebours,Joris-Karl Huysmans,1884,337,Aesthetics|Fiction|Translations From French|Translations Into English|Fiction In English|French Fiction|Classic Literature|French Translations|Romans (Teksten)|Decadent,https://covers.openlibrary.org/b/id/13170209-L.jpg
book-/works/OL39108W,The Secret Agent,Joseph Conrad,1907,335,Drama|Trading Companies|Dutch|Classic Literature|Moles (Spies)|Political|English Literature|English Romances|Romance Ingles|English Fiction,https://covers.openlibrary.org/b/id/8239401-L.jpg
book-/works/OL20165W,Puck of Pook's Hill,Rudyard Kipling,1900,322,Fiction|Space And Time|History|Classic Literature|Children'S Stories|Juvenile Fiction|Children'S Fiction|Juvenile Literature|Puck (Legendary Character)|Secularization,https://covers.openlibrary.org/b/id/8242296-L.jpg
book-/works/OL27513W,The Fellowship of the Ring,J.R.R. Tolkien,1954,316,Elves|Dwarves|Evil|Fear|Hope|Young Adult Fiction|Ficción|Ficción Fantástica Inglesa|Fantastic Fiction|The Lord Of The Rings,https://covers.openlibrary.org/b/id/14627060-L.jpg
book-/works/OL82537W,Harry Potter and the Chamber of Secrets,J. K. Rowling,1998,305,Series:Harry_Potter|Fantasy Fiction|School Stories|Fiction|Fantasy|Nestlé Smarties Book Prize Winner|Juvenile Fiction|Wizards|Magic|Schools,https://covers.openlibrary.org/b/id/15158664-L.jpg
book-/works/OL262388W,The Enchanted Island of Yew,L. Frank Baum,1903,288,Fantasy|Fiction|Juvenile Fiction|Classic Literature|Children'S Fiction|Fantasy Fiction|Adventure Stories,https://covers.openlibrary.org/b/id/1755697-L.jpg
book-/works/OL27479W,The Two Towers,J.R.R. Tolkien,1954,288,Ents|Orcs|Hobbits|Magic|Ficción Fantástica Inglesa|Ficción|Translations Into Spanish|Readers For New Literates|The Lord Of The Rings|English Fantasy Fiction,https://covers.openlibrary.org/b/id/14627564-L.jpg
book-/works/OL27455W,The Return of the King,J.R.R. Tolkien,1950,285,Elves|Hobbits|The Lord Of The Rings|Hope|Fear|Magic|Fiction|Fantasy|English Fantasy Fiction|Juvenile Fiction,https://covers.openlibrary.org/b/id/14627062-L.jpg
book-/works/OL82536W,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,1999,279,Fantasy Fiction|Orphans|Foster Homes|Fantasy|Literature|Juvenile Fantasy Fiction|Locus Award Winner|Bram Stoker Award Winner|Whitbread Book Award Winner|Adventure,https://covers.openlibrary.org/b/id/10580435-L.jpg
book-/works/OL1156218W,The Royal Book of Oz,Ruth Plumly Thompson,1921,270,Fantasy|Fiction|Scarecrows|Children'S Fiction|Fantasy Fiction|Oz (Imaginary Place)|Juvenile Fiction,https://covers.openlibrary.org/b/id/709865-L.jpg
book-/works/OL6585796W,Jurgen,James Branch Cabell,1919,259,Classic Literature|Fantasy|Fiction|Middle Ages|Devil|Wives|Moyen Âge|American Fantasy Fiction|Stinehour Press. 1976,https://covers.openlibrary.org/b/id/5553063-L.jpg
book-/works/OL82548W,Harry Potter and the Order of the Phoenix,J. K. Rowling,2003,247,Children'S Books/Ages 9-12 Fiction|Witches And Warlocks|Juvenile Audience|Juvenile Works|Magic|Fantasy Fiction|Juvenile Fiction|Fiction|Fantasy|Friendship,https://covers.openlibrary.org/b/id/15158666-L.jpg
book-/works/OL82560W,Harry Potter and the Goblet of Fire,J. K. Rowling,2000,242,Orphans|Foster Homes|Waisenkind|Intrige|Wiederbelebung|Bewährung|Wettkampf|Junge|Sport|Rettung,https://covers.openlibrary.org/b/id/12059372-L.jpg
book-/works/OL362702W,Julius Caesar,William Shakespeare,1656,1477,Antoine (Marcus Antonius)|Assassination|Assassins|Bibliography|Biography|Classic Literature|Conspiracies|Drama|English Literature|Fiction,https://covers.openlibrary.org/b/id/7901303-L.jpg
book-/works/OL77746W,Anne of Green Gables,Lucy Maud Montgomery,1908,1299,Fiction|Juvenile Fiction|Country Life|Friendship|Orphans|Friendship In Fiction|Prince Edward Island In Fiction|Orphans In Fiction|Country Life In Fiction|Foster Home Care,https://covers.openlibrary.org/b/id/14641084-L.jpg
book-/works/OL69178W,Narrative of the life of Frederick Douglass,Frederick Douglass,1845,1032,Biography|African American Abolitionists|Abolitionists|Slaves|Slavery|History|African Americans|Biographies &Amp; Autobiographies|General|Personal Narratives,https://covers.openlibrary.org/b/id/8247724-L.jpg
book-/works/OL78871W,Twelve years a slave,Solomon Northup,1853,1029,Slavery|Plantation Life|History|Biography|African Americans|Slaves|Personal Narratives|Kidnapping Victims|Slaves' Writings|Enslaved Persons' Writings,https://covers.openlibrary.org/b/id/14856045-L.jpg
book-/works/OL86320W,Dubliners,James Joyce,1914,996,Daily Express|West Briton|Three Graces|The Lass Of Aughrim|Alcoholism|Confessionals|Jesuits|Fiction|Concerts|Piano,https://covers.openlibrary.org/b/id/8216412-L.jpg
book-/works/OL362685W,Troilus and Cressida,William Shakespeare,1609,992,Drama|Troilus (Legendary Character)|Cressida (Fictitious Character)|Trojan War|Fiction|English Drama|History And Criticism|Trojan War. Fast (Ocolc)Fst01157294|Concordances|Troilus (Greek Mythology) In Literature,https://covers.openlibrary.org/b/id/8789523-L.jpg
book-/works/OL19842W,Captains Courageous,Rudyard Kipling,1896,990,Teenage Boys|Fishers|Fiction|Interpersonal Relations|Reading|Literature|Fisher (Mammal)|Self-Perception|Children Of The Rich|Open Library Staff Picks,https://covers.openlibrary.org/b/id/12819857-L.jpg
book-/works/OL12791W,My Ántonia,Willa Cather,1818,832,Literature|Frontier And Pioneer Life|Czech Americans|Married Women|Friendship|Women Immigrants|Fiction|Farmers' Spouses|Women Pioneers|Classic Literature,https://covers.openlibrary.org/b/id/8369013-L.jpg
book-/works/OL107195W,The Pilgrim's Progress,John Bunyan,1678,683,Bibliography|Readers|Fiction|Spiritual Life|Church Of England|Christian Biography|German Language|Aneityumese Language|Cree (Langue)|Christian Life,https://covers.openlibrary.org/b/id/8229224-L.jpg
book-/works/OL26492W,The Autobiography of Benjamin Franklin,Benjamin Franklin,1791,679,Wills|Scientists|Printers|American Maxims|Inventors|Correspondence|Philosophers|Politics And Government|Statesman|Open Library Staff Picks,https://covers.openlibrary.org/b/id/5647361-L.jpg
book-/works/OL361466W,Henry V,William Shakespeare,1600,631,Drama|Open_Syllabus_Project|History|Sources|Stage History|In Motion Pictures|In Literature|English Young Adult Drama|Kings And Rulers|Film And Video Adaptations,https://covers.openlibrary.org/b/id/7420215-L.jpg
book-/works/OL19926W,The Second Jungle Book,Rudyard Kipling,1887,611,Romans|Enfants Sauvages|Jungles|Faune De La Jungle|Fiction|Jungle Animals|Mowgli (Fictitious Character)|Animals|Legends And Stories Of Animals|Juvenile Fiction,https://covers.openlibrary.org/b/id/2140514-L.jpg
book-/works/OL260101W,The Tenant of Wildfell Hall,Anne Brontë,1847,558,Fiction|Married Women|Landlord And Tenant|Alcoholics|Social Life And Customs|Alcoholism|Domestic Fiction|Literature|Separated Women|Fiction / General,https://covers.openlibrary.org/b/id/1023552-L.jpg
book-/works/OL1261147W,Ab urbe condita,Titus Livius,1481,558,Antiquities|Bibliography|Biography|Campaigns|Early Works To 1800|Histoire|Historiography|History|Latin Language|Patricians (Rome),https://covers.openlibrary.org/b/id/6657951-L.jpg
book-/works/OL76350W,Orthodoxy,Gilbert Keith Chesterton,1874,551,Apologetics|Christianity|History|Evidence|Nonfiction|Religion & Spirituality|Essays|Christendom|Christianisme|Apologetiek,https://covers.openlibrary.org/b/id/6268135-L.jpg
book-/works/OL19870W,The Jungle Book,Rudyard Kipling,1893,536,Jungles|Fiction|Juvenile Fiction|Animals|Novela Juvenil|Selvas|Animales|Jungle Animals|Mowgli (Fictitious Character)|Boys,https://covers.openlibrary.org/b/id/3344204-L.jpg
book-/works/OL69179W,My bondage and my freedom,Frederick Douglass,1815,509,Abolitionists|Plantation Life|Slavery|Fugitive Slaves|Slaves|Social Conditions|African Americans|Antislavery Movements|Biography|History,https://covers.openlibrary.org/b/id/14847114-L.jpg
book-/works/OL15451W,At the Back of the North Wind,George MacDonald,1871,496,Fairy Tales|Children'S Fiction|Stories|Fantasy Fiction|French Language Materials|Biography|General|Non-Classifiable|Children'S 9-12|Children: Grades 4-6,https://covers.openlibrary.org/b/id/8245161-L.jpg
book-/works/OL15437W,Lilith,George MacDonald,1895,480,Non-Classifiable|Nonfiction - General|General & Literary Fiction|General|Fiction / General|Fiction - General|Fiction / Fantasy / General|Fiction / Visionary & Metaphysical|Christian Fiction|Lilith (Semitic Mythology),https://covers.openlibrary.org/b/id/14364546-L.jpg
book-/works/OL63871W,A history of New York,Washington Irving,1800,472,Dutch Americans|Social Life And Customs|Literature|Fiction|City And Town Life|Historical Fiction|New York (State)|Classic Literature|Juvenile Literature|Biography,https://covers.openlibrary.org/b/id/1991009-L.jpg
book-/works/OL20112W,The  man who would be king,Rudyard Kipling,1898,460,Fiction|Kings And Rulers|British|Afghanistan|English Literature|Biography,https://covers.openlibrary.org/b/id/6021425-L.jpg
book-/works/OL629052W,Manifest der Kommunistischen Partei,Karl Marx,1848,459,Communism|Sources|Capitalism|Socialism|Social Conflict|Marxism|History|Long Now Manual For Civilization|Social Justice|Prolétariat,https://covers.openlibrary.org/b/id/11048623-L.jpg
book-/works/OL503424W,Quo Vadis? Powieść z czasów Nerona,Henryk Sienkiewicz,1895,453,Fiction|History|Church History|Primitive And Early Church|Rome In Fiction|Church History In Fiction|Histoire|Romans|Église|Religion In Fiction,https://covers.openlibrary.org/b/id/833096-L.jpg
book-/works/OL357501W,Up from Slavery,Booker T. Washington,1900,430,Tuskegee Institute|Biography|Educators|African Americans|Tuskegee Normal And Industrial Institute|Afro-Americans|College Presidents|United States|Slaves|Biography & Autobiography,https://covers.openlibrary.org/b/id/119317-L.jpg
book-/works/OL54059W,Roughing It,Mark Twain,1872,408,19Th Century|American Authors|Biography|Business|Christian Science|Description And Travel|Homes And Haunts|Intellectual Life|Journeys|Law And Politics,https://covers.openlibrary.org/b/id/9165528-L.jpg
book-/works/OL28623W,Incidents in the Life of a Slave Girl,Harriet A. Jacobs,1861,386,Women Slaves|United States|Slaves|Social Conditions|Biography|Autobiografie|Erlebnisbericht|Sklaverei|Condition Of Slaves|Slavery,https://covers.openlibrary.org/b/id/411542-L.jpg
book-/works/OL1815550W,Two years before the mast,Richard Henry Dana,1000,369,Alert (Brig : 1843-1862)|Large-Type Books|Pilgrim (Brig)|Sailors|Seafaring Life|Specimens|Travel|Viajes|Vie En Mer|Voyages,https://covers.openlibrary.org/b/id/8245243-L.jpg
book-/works/OL38684W,Lord Jim,Joseph Conrad,1900,345,Fiction|British|Officers|Merchant Marine|Atonement|Cowardice|Fiction In English|Travel|Indonesia|Seafaring Life,https://covers.openlibrary.org/b/id/8236295-L.jpg
book-/works/OL22364W,Erewhon,Samuel Butler,1700,338,Fiction|Utopian Fiction|Satirical Fiction|Utopias|Church Buildings|History|Presbyterian Church In The U.S.|Church History|Slaves|Biography,https://covers.openlibrary.org/b/id/825789-L.jpg
book-/works/OL2521179W,Lives,Plutarch,1564,323,Biography|Classical Biography|Early Works To 1800|Ethics|Plutarch|Rome -- Biography -- Early Works To 1800|Sources|Translations Into English|Biographies|Biografieën,https://covers.openlibrary.org/b/id/10679669-L.jpg
book-/works/OL505730W,The Magician,William Somerset Maugham,1908,313,Fiction|Magicians|Magic|English Authors|Biography|Good And Evil|Magier|English Literature|Fiction In English|Fiction In English 1900- Texts,https://covers.openlibrary.org/b/id/2789948-L.jpg
book-/works/OL551668W,Cyrano de Bergerac,Edmond Rostand,1821,309,Drama|History|French Authors|French Drama|English Drama|French Language|Translations Into English|Translations From French|Théâtre|In Literature,https://covers.openlibrary.org/b/id/8236320-L.jpg
book-/works/OL743333W,"The life of Olaudah Equiano, or Gustavus Vassa, the African",Olaudah Equiano,1789,298,Slavery|Voyages And Travels|Social Life And Customs|Slaves|Biography|United States|Personal Narratives|Biography: General|Slavery & Emancipation|Social Classes,https://covers.openlibrary.org/b/id/2074044-L.jpg
book-/works/OL59979W,Sailing alone around the world,Joshua Slocum,1800,297,Spray (Sloop)|Single-Handed Sailing|Sailing|Yachting|Travel|Voyages And Travels|Voyages Around The World|Nonfiction|Sailboats|Liberdade (Ship),https://covers.openlibrary.org/b/id/8247067-L.jpg
book-/works/OL266178W,Het Achterhuis,Anne Frank,1944,294,Autobiographies|Ethnic Relations|Dutch Literature|Jews-Netherlands|German Occupation|Library Staff Picks|Race Relations|Jews|Diaries|Jewish Personal Narratives,https://covers.openlibrary.org/b/id/8584021-L.jpg
book-/works/OL54147W,"Tom Sawyer, Detective",Mark Twain,1897,276,Fiction|Tom Sawyer (Fictitious Character)|American Authors|Biography|Mystery And Detective Stories|Detective And Mystery Stories|Boys|Humorous Stories|Adventure|Literature,https://covers.openlibrary.org/b/id/8923621-L.jpg
book-/works/OL3920712W,Acres of diamonds,Russell Herman Conwell,1901,275,Success|Religious Aspects Of Success|Baptists|Clergy|Self-Reliance|Biography|Christianity|New Age|Nonfiction|Self-Improvement,https://covers.openlibrary.org/b/id/5833160-L.jpg
book-/works/OL849217W,"Maria; or, The Wrongs of Woman",Mary Wollstonecraft,1799,265,Fiction|Women|Biography|English Authors|Feminists|English Literature|Pr5841.W8 M37 2007|823/.6|Literary Styles & Movements - Fiction|English Feminist Fiction,https://covers.openlibrary.org/b/id/314559-L.jpg
book-/works/OL362289W,Plays (36),William Shakespeare,1623,256,Sources|English Manuscripts|English Literature: Shakespeare Texts|Classics|Performing Arts|English Drama|Tragicomedy|Drama|Survival After Airplane Accidents|Shipwrecks,https://covers.openlibrary.org/b/id/9023411-L.jpg
book-/works/OL687015W,Ἀνάβασις,Xenophon,1623,252,History|Historical Geography|Early Works To 1800|Readers|Iran|Greek Language|Polish Literature|Translations From Greek|Greek Literature|Greek Prose Literature,https://covers.openlibrary.org/b/id/6133592-L.jpg
book-/works/OL239849W,Captivity and Restoration,Mary White Rowlandson,1682,250,Lancaster (Mass.)|Indian Captivities|Criticism And Interpretation|History|Narragansett Indians|Fast-Day Sermons|Sermons|Personal Narratives|Captivities|Indians Of North America,https://covers.openlibrary.org/b/id/1813688-L.jpg
book-/works/OL8193478W,Oliver Twist,Charles Dickens,1822,2209,Bildungsromans|Boys|Brigands And Robbers|British Fiction|Children|Children'S Fiction|Children'S Stories|Classic|Coming Of Age|Criminals,https://covers.openlibrary.org/b/id/13300802-L.jpg
book-/works/OL53919W,The Adventures of Tom Sawyer,Mark Twain,1817,879,The Adventures Of Tom Sawyer|Mark Twain|1835-1910|19Th Century|Historical|Fiction|Classic|American|Novel|Children,https://covers.openlibrary.org/b/id/12043351-L.jpg
book-/works/OL82586W,Harry Potter and the Deathly Hallows,J. K. Rowling,2007,144,The Elder Wand|Children'S Books|Dementors|Good And Evil|Juvenile Literature|Juvenile Works|Death|Fiction|Wizards|New York Times Bestseller,https://covers.openlibrary.org/b/id/15158660-L.jpg
book-/works/OL45885W,The BFG,Roald Dahl,1980,136,Open Library Staff Picks|Roald Dahl|Tweens|Teens|Teenagers|Ya|Young Adult|Juvenile|Fiction|Fantasy,https://covers.openlibrary.org/b/id/9176033-L.jpg
book-/works/OL45793W,Charlie and the Great Glass Elevator,Roald Dahl,1972,113,Charlie Bucket (Fictitious Character)|Juvenile Fiction|Children'S Fiction|Science Fiction|Humorous Stories|Outer Space|Fiction|Eccentrics And Eccentricities|Chocolate Industry|Candy Industry,https://covers.openlibrary.org/b/id/7893583-L.jpg
book-/works/OL262141W,Mary Poppins,Pamela L. Travers,1934,109,Magic|Translations Into Thai|Translations From English|Magic In Fiction|Fiction|Fantasy|England In Fiction|Fairy Tales|Mary Poppins (Fictitious Character)|Children'S Stories,https://covers.openlibrary.org/b/id/7421-L.jpg
book-/works/OL14908941W,Mockingjay,Suzanne Collins,2010,98,New York Times Bestseller|Sci-Fi|Young Adult|Science Fiction|Interpersonal Relations|Television Programs|Insurgency|Survival|Contests|Fiction,https://covers.openlibrary.org/b/id/12646459-L.jpg
book-/works/OL4072567W,The Bobbsey Twins,Laura Lee Hope,1904,94,Laura Lee Hope|Bobbsey Twins|Series|Fiction|Children|Children'S|Kid'S|Youngsters|Tweens|Young Adult,https://covers.openlibrary.org/b/id/9330264-L.jpg
book-/works/OL1503145W,Island of the Blue Dolphins,Scott O’Dell,1960,89,Children'S Fiction|Fiction|Indians Of North America|Islands|Juvenile Fiction|Newbery Medal|Survival|Survival Skills|Brothers And Sisters|Curricula,https://covers.openlibrary.org/b/id/5021868-L.jpg
book-/works/OL8125760W,Hatchet,Gary Paulsen,1986,81,Divorce|Plane Crash|Survival|Children'S Fiction|Newbery Honor|Juvenile Fiction|Fiction|Hatchet|Gary Paulsen|1988 Newbery Honor Book,https://covers.openlibrary.org/b/id/11240448-L.jpg
book-/works/OL268217W,"Are You There God? It's Me, Margaret",Judy Blume,1970,66,Children'S Middle Grade Books|Young Adult Novels|Puberty|Menarche|Christians|Jews|Prayer|Sanitary Napkins|Menstruation|Seven Minutes In Heaven,https://covers.openlibrary.org/b/id/12388102-L.jpg
book-/works/OL16808471W,Allegiant,Veronica Roth,2011,60,Dystopian|Young Adult|Fiction|Dystopian Fiction|Sci-Fi|Science Fiction|Ya|Dystopian Ya|Bestseller|Future,https://covers.openlibrary.org/b/id/7276393-L.jpg
book-/works/OL151956W,Runaway Ralph,Beverly Cleary,1970,60,Watchdogs|Motorcycling|Camping|Running Away|Summer Camp|Summer|Juvenile Fiction|Mice|Fiction|Mice -- Fiction,https://covers.openlibrary.org/b/id/15033545-L.jpg
book-/works/OL270979W,Sounder,William H. Armstrong,1969,60,Children: Grades 4-6|Dogs|Poverty|Juvenile Fiction|African Americans|Family Life|Fiction|Dogs In Fiction|Family Life In Fiction|African Americans In Fiction,https://covers.openlibrary.org/b/id/9542261-L.jpg
book-/works/OL17714701W,The Hate U Give,Angie Thomas,2017,59,Black Lives Matter|Fiction|National Book Awards Longlist|Race Relations|African American Teenagers|Police Shootings|Witnesses|Police-Community Relations|Juvenile Fiction|Young Adult Fiction,https://covers.openlibrary.org/b/id/11521588-L.jpg
book-/works/OL151989W,Ramona and Her Father,Beverly Cleary,1977,56,Fathers|Growing Up|Elementary School|Father-Daughter Relationship|Nonsexist Children'S Literature|Newbery Honor Book|Juvenile Works|Family|Family Problems|Fiction,https://covers.openlibrary.org/b/id/15087264-L.jpg
book-/works/OL453885W,The Amazing Maurice and His Educated Rodents,Terry Pratchett,2001,48,Fiction|Rats|Cats|Musicians|Swindlers And Swindling|Humorous Stories|Human-Animal Relationships|Juvenile Fiction|Fantasy|Humorous Fiction,https://covers.openlibrary.org/b/id/14645777-L.jpg
book-/works/OL6324150W,Old Yeller,Fred Gipson,1920,48,Classic Literature|Fiction|Juvenile Fiction|Boys|Frontier And Pioneer Life|Human-Animal Relationships|Dogs|Children'S Fiction|Newbery Honor|Chiens,https://covers.openlibrary.org/b/id/392647-L.jpg
book-/works/OL3464570W,Bunnicula,Deborah Howe,1979,46,Comedy And Humor|Mystery And Suspense|Pets|Curiosity|Confronting And Resolving Fears|Juvenile Audience|Fiction|Rabbits|Vampires|Mystery And Detective Stories,https://covers.openlibrary.org/b/id/8536550-L.jpg
book-/works/OL1838328W,Fudge-a-mania,Judy Blume,1990,43,Children'S Fiction|Humorous Stories|Award:Nēnē_Award|Award:Nēnē_Award=Chapter_Book|Childrens|Fiction|Middle Grade|Humor|Young Adult|Realistic Fiction,https://covers.openlibrary.org/b/id/10541245-L.jpg
book-/works/OL2628761W,Sabriel,Garth Nix,1995,42,Fathers And Daughters|Missing Persons|Magic|Teen Fantasy Fiction|Fiction|Fantasy|Science Fiction & Fantasy|Fantasy Fiction|Juvenile Fiction|Magical Thinking,https://covers.openlibrary.org/b/id/13165306-L.jpg
book-/works/OL2130549W,An Abundance of Katherines,John Green,2006,42,Young Adult|Romance|Juvenile Fiction|Fiction|Self-Perception|Interpersonal Relations|Mathematics|Man-Woman Relationships|Young Adult Fiction|Humorous,https://covers.openlibrary.org/b/id/14559681-L.jpg
book-/works/OL679348W,The Graveyard Book,Neil Gaiman,2008,40,Fiction|Cemeteries|Supernatural|Dead|Orphans|Juvenile Fiction|New York Times Bestseller|Death|Family|Alternative Family,https://covers.openlibrary.org/b/id/7099583-L.jpg
book-/works/OL4449820W,How To Eat Fried Worms,Thomas Rockwell,1953,40,Juvenile Fiction|Humorous Stories|Worms|Wagers|Children'S Books|Bets|Condiments|Setting Goals|Honesty|Food And Drinks,https://covers.openlibrary.org/b/id/14228597-L.jpg
book-/works/OL3972834W,The White Mountains (The Tripods #1),Sam Youd,1967,39,Young Adult|Extraterrestrial Beings|Freedom|Aliens|Teenagers|Fiction|Science Fiction|Children'S Stories|Dystopias|Juvenile Fiction,https://covers.openlibrary.org/b/id/14301-L.jpg
book-/works/OL529408W,Freaky Friday,Mary Rodgers,1972,38,Children'S Fiction|Mothers And Daughters|Fiction|Juvenile Fiction|Schools|Self-Perception|Teacher-Student Relationships|Teenage Girls|Middle Schools|Fantasy,https://covers.openlibrary.org/b/id/2249-L.jpg
book-/works/OL27086W,The Great Gilly Hopkins (M Books),Katherine Paterson,1978,38,Children|Children'S|Kid'S|Tween|Young Adult|Adolescence|Coming Of Age|Juvenile|Fiction|Literature,https://covers.openlibrary.org/b/id/2292779-L.jpg
book-/works/OL114726W,The Whipping Boy,Sid Fleischman,1986,37,Children|Childrens|Kid'S|Tweens|Teens|Teenagers|Ya|Young Adult|Juvenile|Fiction,https://covers.openlibrary.org/b/id/27023-L.jpg
book-/works/OL869965W,The Black Stallion,Walter Farley,1941,36,Walter Farley|Horses|Racing Horses|Black Stallion|Childrens|Children'S|Juvenile|Ya|Young Adult|Fiction,https://covers.openlibrary.org/b/id/4037099-L.jpg
book-/works/OL16239519W,Shadow and Bone,Leigh Bardugo,2012,35,Magic|Ability|Fantasy Fiction|Orphans|Fantasy|Monsters|Fiction|Children'S Fiction|Juvenile Fiction|Imaginary Wars And Battles,https://covers.openlibrary.org/b/id/13816048-L.jpg
book-/works/OL17356883W,Red Queen,Victoria Aveyard,2015,35,Love & Romance|Ability|Resistance To Government|Juvenile Fiction|Ungdomslitteratur|Cloth Or Hardcover|Fantasy & Magic|Fiction|Fantasy|Blood,https://covers.openlibrary.org/b/id/7434883-L.jpg
book-/works/OL42383W,The Harvester,Gene Stratton-Porter,1911,34,Christian Life|Gene Stratton-Porter|History|Historical|Fiction|Classic|Adult|Ya|Young Adult|American,https://covers.openlibrary.org/b/id/4115711-L.jpg
book-/works/OL16282945W,Cinder,Marissa Meyer,2011,33,Serie:The_Lunar_Chronicles|Extraterrestrial Beings|Social Classes|New York Times Bestseller|Overpopulation|Kings And Rulers|Science Fiction|Plague|Honorariums|Stepfamilies,https://covers.openlibrary.org/b/id/6998634-L.jpg
book-/works/OL1417723W,The Eagle of the Ninth. 1400 Grundwörter.,Rosemary Sutcliff,1954,33,Children'S Fiction|Juvenile Fiction|Fiction|Juvenile Literature|History|Romans|Military History|Young Adult,https://covers.openlibrary.org/b/id/1053251-L.jpg
book-/works/OL268379W,Scary stories to tell in the dark,Alvin Schwartz,1981,32,Cuentos De Terror Estadounidenses|American Ghost Stories|American Horror Tales|Cuentos De Fantasmas Estadounidenses|Tales|Folklore|Cuentos Populares|Horror Stories|Ghosts|Spanish Language Materials,https://covers.openlibrary.org/b/id/12634210-L.jpg
book-/works/OL2693077W,Me Talk Pretty One Day,David Sedaris,2000,29,David Sedaris|Teens|Teenagers|Ya|Young Adult|Juvenile|Nonfiction|Biography|Bio|Humor,https://covers.openlibrary.org/b/id/8567510-L.jpg
book-/works/OL20924915W,Siege and Storm,Leigh Bardugo,2013,28,Monsters -- Fiction|Magic -- Fiction|Orphans -- Fiction|Fantasy|First Person (Point Of View)|Magic|Monsters|Fantasy Fiction|Juvenile Fiction|Orphans,https://covers.openlibrary.org/b/id/10297781-L.jpg
book-/works/OL17367560W,Heir of Fire,Sarah J. Maas,2014,28,Magic|Ya|High Fantasy|Fiction|Romance|Fantasy|Court|Assassins|Identity|Identity (Psychology),https://covers.openlibrary.org/b/id/9318480-L.jpg
book-/works/OL69302W,My Teacher Is an Alien,Bruce Coville,1989,27,School Stories|Juvenile Fiction|Alien Abduction|Fiction|Science Fiction|Substitute Teachers|Teachers|Life On Other Planets|Schools|Extraterrestrial Beings,https://covers.openlibrary.org/b/id/1315830-L.jpg
book-/works/OL17293267W,Ruin and Rising,Leigh Bardugo,2014,26,Magic|Fantasy Fiction|Orphans|Fantasy|Love Stories|Love|Fiction|Children'S Fiction|New York Times Reviewed|Juvenile Fiction,https://covers.openlibrary.org/b/id/12667421-L.jpg
book-/works/OL17076473W,Red Rising,Pierce Brown,2014,26,Franchise:Red Rising|Series:Red Rising Trilogy|Series:Red Rising Saga|Form:Novel|Genre:Science Fiction|Fantasy|Fiction|Dystopia|Young Adult|Resistance To Government,https://covers.openlibrary.org/b/id/7316188-L.jpg
book-/works/OL729138W,The City Boy,Herman Wouk,1948,25,Fiction|Pulitzer Prize Winner|Herman Wouk|Young Adult|Adult|American|Classic|Literature|Stories|Books,https://covers.openlibrary.org/b/id/191145-L.jpg
book-/works/OL12388W,The Face on the Milk Carton,Caroline B. Cooney,1990,24,Young Adult|Fiction|Parent And Child|Parental Kidnapping|Identity|Juvenile Fiction|Identity (Philosophical Concept)|Young Adult Fiction|Kidnapping|Individuality,https://covers.openlibrary.org/b/id/1473631-L.jpg
book-/works/OL17597665W,Crooked Kingdom,Leigh Bardugo,2016,24,Young Adult|Fantasy|Magic|Juvenile Fiction|Friendship|Revenge|Brigands And Robbers|Fiction|Juvenile Audience|Fantasy Fiction,https://covers.openlibrary.org/b/id/12667428-L.jpg
book-/works/OL17357353W,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,2015,22,Lgbt|Young Adult|Juvenile Fiction / Love & Romance|Secrets|Juvenile Fiction|Secrecy|Friendship In Adolescence|Fiction|Gay Teenagers|Schools,https://covers.openlibrary.org/b/id/12303551-L.jpg
book-/works/OL497779W,Freak the Mighty,W. R. Philbrick,1989,21,Learning Disabilities|People With Disabilities|Friendship|Fiction|Physically Handicapped|Young Adult Fiction|Best Books For Young Adults|Young Adults|Children'S Fiction|Juvenile Fiction,https://covers.openlibrary.org/b/id/384409-L.jpg
book-/works/OL4466873W,Zia,Scott O’Dell,1976,21,Indians Of North America|Juvenile Fiction|Indians Of North America In Fiction|Fiction|Children'S Stories|Indians Of North America-Fiction|Children'S Fiction|Spanish Language Materials|Collection:Name|Historical Fiction,https://covers.openlibrary.org/b/id/255488-L.jpg
book-/works/OL13489W,Shiloh,Phyllis Reynolds Naylor,1991,21,Animals|Newbery Medal|Beagles (Dogs)|Juvenile Fiction|Animal Welfare|Fiction|Treatment|West Virginia|Beagle (Dog Breed)|Human-Animal Relationships,https://covers.openlibrary.org/b/id/10275959-L.jpg
book-/works/OL5590818W,Blue Willow,Doris Gates,1940,20,Juvenile Fiction|Migrant Labor|Poverty|Fiction|The Dust Bowl|The Great Depression|Mexican Americans|Donna Harsh Collection|Farm & Ranch Life|Depressions,https://covers.openlibrary.org/b/id/101370-L.jpg
